Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
78,44,tr|R5UE03|R5UE03_9BACE,371.37,57,44,11,Carbamidomethylation; Oxidation (M),100274,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:702 GN=BN759_01582 PE=4 SV=1
4486,5480,tr|H3K632|H3K632_9FIRM,176.50,24,9,9,Carbamidomethylation,51477,Pyruvate kinase OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_00698 PE=3 SV=1
4486,5481,tr|D4KFV5|D4KFV5_9FIRM,176.50,24,9,9,Carbamidomethylation,51477,Pyruvate kinase OS=Megamonas hypermegale ART12/1 GN=MHY_27530 PE=3 SV=1
3371,9831,tr|R6YDY0|R6YDY0_9BACE,176.26,39,7,2,Carbamidomethylation,29116,Glucosamine-6-phosphate deaminase OS=Bacteroides sp. CAG:714 GN=nagB PE=3 SV=1
3250,10630,tr|D4LN41|D4LN41_9FIRM,176.17,14,9,1,,67175,Chaperone protein DnaK OS=Ruminococcus sp. SR1/5 GN=dnaK PE=2 SV=1
3409,8048,tr|R5C9T4|R5C9T4_9BACT,176.15,32,7,1,Carbamidomethylation; Oxidation (M),24646,50S ribosomal protein L1 OS=Prevotella sp. CAG:1058 GN=rplA PE=3 SV=1
4039,4166,tr|R6ZQP7|R6ZQP7_9BACE,175.96,16,12,9,,113728,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides sp. CAG:714 GN=BN762_00543 PE=3 SV=1
2840,7761,tr|R6WED1|R6WED1_9BACT,175.96,16,9,1,,60946,Tetratricopeptide repeat protein OS=Prevotella sp. CAG:592 GN=BN725_01626 PE=4 SV=1
2840,7762,tr|A0A0D0H9Z9|A0A0D0H9Z9_9BACT,175.96,16,9,1,,61031,Contig91  whole genome shotgun sequence OS=Prevotella sp. P5-119 GN=ST44_12950 PE=4 SV=1
2483,14773,tr|F9D122|F9D122_PREDD,175.85,52,6,1,Carbamidomethylation,14168,30S ribosomal protein S12 OS=Prevotella dentalis (strain ATCC 49559 / DSM 3688 / JCM 13448 / NCTC 12043 / ES 2772) GN=rpsL PE=3 SV=1
2280,7734,tr|H3KAV7|H3KAV7_9FIRM,175.83,16,8,2,,54938,ATP synthase subunit alpha OS=Megamonas funiformis YIT 11815 GN=atpA PE=3 SV=1
2280,7735,tr|D4KG36|D4KG36_9FIRM,175.83,16,8,2,,54938,ATP synthase subunit alpha OS=Megamonas hypermegale ART12/1 GN=atpA PE=3 SV=1
2280,7736,tr|R6M7I8|R6M7I8_9FIRM,175.83,16,8,2,,54938,ATP synthase subunit alpha OS=Megamonas funiformis CAG:377 GN=atpA PE=3 SV=1
3108,8683,tr|A0A173WBY7|A0A173WBY7_9FIRM,175.66,19,7,1,Carbamidomethylation; Oxidation (M),42474,Acyl-CoA dehydrogenase  short-chain specific OS=Faecalibacterium prausnitzii GN=ERS852426_00173 PE=3 SV=1
2751,3864,tr|R6YT51|R6YT51_9BACE,175.61,40,14,3,Carbamidomethylation,51568,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Bacteroides sp. CAG:714 GN=BN762_01939 PE=3 SV=1
1995,7636,tr|R6ZWL9|R6ZWL9_9FIRM,175.28,18,7,1,Oxidation (M),48713,Glutamate dehydrogenase OS=Ruminococcus sp. CAG:379 GN=BN633_00965 PE=3 SV=1
1995,7637,tr|D4LFA8|D4LFA8_RUMC1,175.28,18,7,1,Oxidation (M),48713,Glutamate dehydrogenase OS=Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13) GN=RUM_23110 PE=3 SV=1
2549,5736,tr|R7HJX8|R7HJX8_9BACT,175.14,30,11,1,Carbamidomethylation,52436,Inosine-5'-monophosphate dehydrogenase OS=Prevotella sp. CAG:279 GN=guaB PE=3 SV=1
3477,12350,tr|A0A174DHL6|A0A174DHL6_9FIRM,175.14,27,7,1,Carbamidomethylation,26768,Triosephosphate isomerase OS=[Ruminococcus] torques GN=tpiA PE=3 SV=1
3477,12351,tr|R5QYH9|R5QYH9_9FIRM,175.14,27,7,1,Carbamidomethylation,26768,Triosephosphate isomerase OS=Ruminococcus torques CAG:61 GN=tpiA PE=3 SV=1
3477,12352,tr|A5KKG2|A5KKG2_9FIRM,175.14,27,7,1,Carbamidomethylation,27029,Triosephosphate isomerase OS=Ruminococcus torques ATCC 27756 GN=tpiA PE=3 SV=1
3588,7180,tr|R5UQM2|R5UQM2_9BACE,175.04,55,9,1,Carbamidomethylation,23826,KDPG and KHG aldolase OS=Bacteroides sp. CAG:702 GN=BN759_00390 PE=4 SV=1
3651,8442,tr|A0A078TQL8|A0A078TQL8_9PORP,175.03,23,8,5,Carbamidomethylation,50650,Tat (Twin-arginine translocation) pathway signal sequence domain protein OS=Parabacteroides distasonis str. 3999B T(B) 4 GN=M095_0182 PE=4 SV=1
3651,8443,tr|K6B0D0|K6B0D0_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Tat (Twin-arginine translocation) pathway signal sequence OS=Parabacteroides distasonis CL03T12C09 GN=HMPREF1075_02529 PE=4 SV=1
3651,8444,tr|D7INA1|D7INA1_9BACE,175.03,23,8,5,Carbamidomethylation,50650,Oxidoreductase OS=Bacteroides sp. 3_1_19 GN=HMPREF0104_00962 PE=4 SV=1
3651,8445,tr|A0A174RG19|A0A174RG19_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Glycosyl hydrolase family 109 protein 1 OS=Parabacteroides distasonis GN=ERS852380_01071 PE=4 SV=1
3651,8446,tr|A6LIL4|A6LIL4_PARD8,175.03,23,8,5,Carbamidomethylation,50678,Dehydrogenase  putative exo-alpha-sialidase OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=BDI_3844 PE=4 SV=1
3651,8447,tr|E1YQH5|E1YQH5_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Tat pathway signal sequence domain protein OS=Parabacteroides sp. 20_3 GN=HMPREF9008_01682 PE=4 SV=1
3651,8448,tr|C7X6H3|C7X6H3_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Tat pathway signal sequence domain protein OS=Parabacteroides sp. D13 GN=HMPREF0619_01065 PE=4 SV=1
3651,8449,tr|D0TCT8|D0TCT8_9BACE,175.03,23,8,5,Carbamidomethylation,50578,Tat pathway signal sequence domain protein OS=Bacteroides sp. 2_1_33B GN=HMPREF0103_1354 PE=4 SV=1
3651,8450,tr|K6A7T9|K6A7T9_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Tat (Twin-arginine translocation) pathway signal sequence OS=Parabacteroides distasonis CL09T03C24 GN=HMPREF1059_04289 PE=4 SV=1
3651,8451,tr|A0A0J9DDV5|A0A0J9DDV5_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Uncharacterized protein OS=Parabacteroides sp. D26 GN=HMPREF1000_03054 PE=4 SV=1
3651,8452,tr|K6AJ60|K6AJ60_9PORP,175.03,23,8,5,Carbamidomethylation,50578,Tat (Twin-arginine translocation) pathway signal sequence OS=Parabacteroides sp. D25 GN=HMPREF0999_02666 PE=4 SV=1
2326,12714,tr|C7H363|C7H363_9FIRM,174.90,21,8,8,Oxidation (M),41938,Glucose-1-phosphate adenylyltransferase  GlgD subunit OS=Faecalibacterium prausnitzii A2-165 GN=glgD PE=4 SV=1
4633,8436,tr|R7KTB1|R7KTB1_9BURK,174.83,57,8,8,Carbamidomethylation,20039,Outer membrane protein A (Outer membrane protein II) OS=Sutterella sp. CAG:521 GN=BN692_00680 PE=3 SV=1
4000,15132,tr|H3K9J1|H3K9J1_9FIRM,174.80,14,5,3,,45849,Uncharacterized protein OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_01914 PE=4 SV=1
4000,15133,tr|D4KGU9|D4KGU9_9FIRM,174.80,13,5,3,,45810,S-layer homology domain OS=Megamonas hypermegale ART12/1 GN=MHY_03260 PE=4 SV=1
4000,15198,tr|R6MHR1|R6MHR1_9FIRM,174.80,12,5,3,,53393,Uncharacterized protein OS=Megamonas funiformis CAG:377 GN=BN632_01728 PE=4 SV=1
3616,5961,tr|R6YCQ9|R6YCQ9_9BACE,174.80,17,9,9,Carbamidomethylation,70481,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01427 PE=3 SV=1
3514,11773,tr|A0A078S540|A0A078S540_BACUN,174.78,18,6,1,Carbamidomethylation,51680,Oxidoreductase  NAD-binding Rossmann fold family protein OS=Bacteroides uniformis str. 3978 T3 ii GN=M094_0048 PE=4 SV=1
3514,11809,tr|D2EWG7|D2EWG7_9BACE,174.78,16,6,1,Carbamidomethylation,55213,Tat pathway signal sequence domain protein OS=Bacteroides sp. D20 GN=HMPREF0969_01416 PE=4 SV=1
3514,11810,tr|I8ZGG7|I8ZGG7_BACUN,174.78,16,6,1,Carbamidomethylation,55213,Uncharacterized protein OS=Bacteroides uniformis CL03T12C37 GN=HMPREF1073_03399 PE=4 SV=1
3514,11811,tr|R9ICJ6|R9ICJ6_BACUN,174.78,16,6,1,Carbamidomethylation,55176,Uncharacterized protein OS=Bacteroides uniformis dnLKV2 GN=C801_00205 PE=4 SV=1
3514,11812,tr|A0A139KID2|A0A139KID2_BACUN,174.78,16,6,1,Carbamidomethylation,55213,Tat pathway signal sequence domain protein OS=Bacteroides uniformis GN=HMPREF2141_00120 PE=4 SV=1
3514,11813,tr|A7V067|A7V067_BACUC,174.78,16,6,1,Carbamidomethylation,55213,Tat pathway signal sequence domain protein OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) GN=BACUNI_00952 PE=4 SV=1
3514,11814,tr|E5V607|E5V607_9BACE,174.78,16,6,1,Carbamidomethylation,55213,Oxidoreductase family protein OS=Bacteroides sp. 4_1_36 GN=HMPREF1007_00190 PE=4 SV=1
3514,12255,tr|R7EDG9|R7EDG9_9BACE,174.78,16,6,1,Carbamidomethylation,55160,Uncharacterized protein OS=Bacteroides uniformis CAG:3 GN=BN594_02320 PE=4 SV=1
3427,12267,tr|R6R327|R6R327_9FIRM,174.51,18,7,2,Carbamidomethylation,37264,Sugar kinases ribokinase family OS=Faecalibacterium sp. CAG:82 GN=BN792_00142 PE=4 SV=1
1915,5313,tr|R5FJS1|R5FJS1_9FIRM,174.45,22,9,1,Carbamidomethylation,48808,Glutamate dehydrogenase OS=Faecalibacterium sp. CAG:1138 GN=BN468_00359 PE=3 SV=1
3454,5069,tr|B7B787|B7B787_9PORP,174.44,21,9,1,,61302,Uncharacterized protein OS=Parabacteroides johnsonii DSM 18315 GN=PRABACTJOHN_00884 PE=4 SV=1
3454,5070,tr|K5YCG6|K5YCG6_9PORP,174.44,21,9,1,,61302,Uncharacterized protein OS=Parabacteroides johnsonii CL02T12C29 GN=HMPREF1077_01375 PE=4 SV=1
3454,5071,tr|R5DDI4|R5DDI4_9PORP,174.44,21,9,1,,61302,Uncharacterized protein OS=Parabacteroides johnsonii CAG:246 GN=BN560_02574 PE=4 SV=1
3390,12318,tr|R5TYC3|R5TYC3_9BACE,174.43,38,7,3,Carbamidomethylation,21416,Elongation factor P OS=Bacteroides sp. CAG:702 GN=efp PE=3 SV=1
3390,12319,tr|R6ZNW0|R6ZNW0_9BACE,174.43,38,7,3,Carbamidomethylation,21362,Elongation factor P OS=Bacteroides sp. CAG:714 GN=efp PE=3 SV=1
3390,12320,tr|R6NRD7|R6NRD7_9BACE,174.43,38,7,3,Carbamidomethylation,21362,Elongation factor P OS=Bacteroides sp. CAG:443 GN=efp PE=3 SV=1
3390,12321,tr|R5N795|R5N795_9BACE,174.43,38,7,3,Carbamidomethylation,21362,Elongation factor P OS=Bacteroides sp. CAG:1076 GN=efp PE=3 SV=1
2495,10683,tr|H3K6M6|H3K6M6_9FIRM,174.42,6,6,1,,130030,Pyruvate-flavodoxin oxidoreductase OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_00899 PE=3 SV=1
3559,14624,tr|R6ECQ7|R6ECQ7_9BACT,174.39,35,5,5,Carbamidomethylation,20553,Uncharacterized protein OS=Prevotella sp. CAG:1320 GN=BN487_01288 PE=4 SV=1
2551,14194,tr|E2ZFD7|E2ZFD7_9FIRM,174.38,33,6,1,Carbamidomethylation,22074,50S ribosomal protein L3 OS=Faecalibacterium cf. prausnitzii KLE1255 GN=rplC PE=3 SV=1
3880,14373,tr|D4JY61|D4JY61_9FIRM,174.32,28,5,5,,22217,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii L2-6 GN=rplD PE=3 SV=1
3880,15163,tr|E2ZFD6|E2ZFD6_9FIRM,174.32,28,5,5,,22259,50S ribosomal protein L4 OS=Faecalibacterium cf. prausnitzii KLE1255 GN=rplD PE=3 SV=1
3880,15164,tr|A0A174ATZ9|A0A174ATZ9_9FIRM,174.32,28,5,5,,22259,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii GN=rplD PE=3 SV=1
3880,15308,tr|D4K9F7|D4K9F7_9FIRM,174.32,28,5,5,,22229,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii SL3/3 GN=rplD PE=3 SV=1
3880,15309,tr|A0A173TBQ3|A0A173TBQ3_9FIRM,174.32,28,5,5,,22229,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii GN=rplD PE=3 SV=1
3880,15310,tr|A8S710|A8S710_9FIRM,174.32,28,5,5,,22229,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii M21/2 GN=rplD PE=3 SV=1
3880,15311,tr|C7H949|C7H949_9FIRM,174.32,28,5,5,,22259,50S ribosomal protein L4 OS=Faecalibacterium prausnitzii A2-165 GN=rplD PE=3 SV=1
2245,14424,tr|R7DZH8|R7DZH8_9BACE,174.29,34,5,1,Oxidation (M),21110,Uncharacterized protein OS=Bacteroides intestinalis CAG:315 GN=BN604_00111 PE=3 SV=1
2245,14426,tr|R6KPP6|R6KPP6_9BACE,174.29,26,5,1,Oxidation (M),27342,Uncharacterized protein OS=Bacteroides cellulosilyticus CAG:158 GN=BN506_04076 PE=3 SV=1
2245,14427,tr|B3C5M8|B3C5M8_9BACE,174.29,25,5,1,Oxidation (M),28480,Transporter  MotA/TolQ/ExbB proton channel family protein OS=Bacteroides intestinalis DSM 17393 GN=BACINT_00210 PE=3 SV=1
2245,14428,tr|E2N9R3|E2N9R3_9BACE,174.29,25,5,1,Oxidation (M),28453,Transporter  MotA/TolQ/ExbB proton channel family protein OS=Bacteroides cellulosilyticus DSM 14838 GN=BACCELL_01010 PE=3 SV=1
2245,14429,tr|A0A0P0G999|A0A0P0G999_9BACE,174.29,25,5,1,Oxidation (M),28453,Biopolymer transport protein ExbB OS=Bacteroides cellulosilyticus GN=AA416_01532 PE=3 SV=1
2245,14430,tr|A0A139KNX0|A0A139KNX0_9BACE,174.29,25,5,1,Oxidation (M),28453,Transporter  MotA/TolQ/ExbB proton channel family protein OS=Bacteroides intestinalis GN=HMPREF2531_05188 PE=3 SV=1
2245,14431,tr|I9Q3Z9|I9Q3Z9_9BACE,174.29,25,5,1,Oxidation (M),28453,Uncharacterized protein OS=Bacteroides cellulosilyticus CL02T12C19 GN=HMPREF1062_05029 PE=3 SV=1
2245,14432,tr|R6FHZ3|R6FHZ3_9BACE,174.29,25,5,1,Oxidation (M),28828,MotA/TolQ/ExbB proton channel family protein OS=Bacteroides sp. CAG:633 GN=BN744_02934 PE=3 SV=1
4100,6667,tr|C7X936|C7X936_9PORP,174.19,9,8,4,,117844,TonB-linked outer membrane protein  SusC/RagA family OS=Parabacteroides sp. D13 GN=HMPREF0619_01274 PE=3 SV=1
4100,6668,tr|K6B8E0|K6B8E0_9PORP,174.19,9,8,4,,117803,SusC/RagA family TonB-linked outer membrane protein OS=Parabacteroides sp. D25 GN=HMPREF0999_00268 PE=3 SV=1
4100,6669,tr|K6BD03|K6BD03_9PORP,174.19,9,8,4,,117874,SusC/RagA family TonB-linked outer membrane protein OS=Parabacteroides distasonis CL09T03C24 GN=HMPREF1059_02639 PE=3 SV=1
4100,6670,tr|E1YSL7|E1YSL7_9PORP,174.19,9,8,4,,117874,TonB-linked outer membrane protein  SusC/RagA family OS=Parabacteroides sp. 20_3 GN=HMPREF9008_03221 PE=3 SV=1
4100,6671,tr|A6LCG2|A6LCG2_PARD8,174.19,9,8,4,,117803,Putative outer membrane protein  probably involved in nutrient binding OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=BDI_1624 PE=3 SV=1
4100,6672,tr|R6IVM5|R6IVM5_9PORP,174.19,9,8,4,,117856,Outer membrane protein OS=Parabacteroides sp. CAG:2 GN=BN529_01742 PE=3 SV=1
4100,6673,tr|A0A174IAG5|A0A174IAG5_9PORP,174.19,9,8,4,,117856,Outer membrane cobalamin receptor protein OS=Parabacteroides distasonis GN=ERS852380_02059 PE=3 SV=1
4100,6674,tr|A0A078SX99|A0A078SX99_9PORP,174.19,9,8,4,,117831,TonB-linked outer membrane  SusC/RagA family protein OS=Parabacteroides distasonis str. 3999B T(B) 4 GN=M095_2552 PE=3 SV=1
4100,6675,tr|K6B1N5|K6B1N5_9PORP,174.19,9,8,4,,117803,SusC/RagA family TonB-linked outer membrane protein OS=Parabacteroides distasonis CL03T12C09 GN=HMPREF1075_02096 PE=3 SV=1
4100,6676,tr|A0A173R3U7|A0A173R3U7_9PORP,174.19,9,8,4,,117844,Outer membrane receptor for ferrienterochelin and colicins OS=Parabacteroides distasonis GN=ERS852429_00227 PE=3 SV=1
4100,6677,tr|D7IPI6|D7IPI6_9BACE,174.19,9,8,4,,119236,Outer membrane protein (Fragment) OS=Bacteroides sp. 3_1_19 GN=HMPREF0104_01331 PE=3 SV=1
4527,9824,tr|F0R5C0|F0R5C0_BACSH,174.11,27,7,1,Carbamidomethylation,39027,3-methyl-2-oxobutanoate dehydrogenase (Ferredoxin) OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_0132 PE=4 SV=1
2239,12172,tr|R6S6V7|R6S6V7_9BACE,174.07,51,6,1,Carbamidomethylation,16946,50S ribosomal protein L13 OS=Bacteroides coprophilus CAG:333 GN=rplM PE=3 SV=1
3843,7653,tr|R5MWR2|R5MWR2_9BACE,173.98,34,8,2,Carbamidomethylation,35339,ATP-dependent 6-phosphofructokinase OS=Bacteroides sp. CAG:1076 GN=pfkA PE=3 SV=1
3843,7654,tr|B3JKZ4|B3JKZ4_9BACE,173.98,34,8,2,Carbamidomethylation,35332,ATP-dependent 6-phosphofructokinase OS=Bacteroides coprocola DSM 17136 GN=pfkA PE=3 SV=1
3843,7655,tr|R6MP41|R6MP41_9BACE,173.98,34,8,2,Carbamidomethylation,35321,ATP-dependent 6-phosphofructokinase OS=Bacteroides sp. CAG:443 GN=pfkA PE=3 SV=1
3843,7656,tr|F0R5V8|F0R5V8_BACSH,173.98,34,8,2,Carbamidomethylation,35455,ATP-dependent 6-phosphofructokinase OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=pfkA PE=3 SV=1
3843,7657,tr|R5UDX4|R5UDX4_9BACE,173.98,34,8,2,Carbamidomethylation,35455,ATP-dependent 6-phosphofructokinase OS=Bacteroides sp. CAG:702 GN=pfkA PE=3 SV=1
3843,7658,tr|R6CAL0|R6CAL0_9BACE,173.98,34,8,2,Carbamidomethylation,35351,ATP-dependent 6-phosphofructokinase OS=Bacteroides coprocola CAG:162 GN=pfkA PE=3 SV=1
2724,11136,tr|D4KBJ8|D4KBJ8_9FIRM,173.97,23,7,2,Carbamidomethylation,34770,Uncharacterized protein OS=Faecalibacterium prausnitzii SL3/3 GN=FPR_19940 PE=4 SV=1
2724,11137,tr|A8S804|A8S804_9FIRM,173.97,23,7,2,Carbamidomethylation,34800,Uncharacterized protein OS=Faecalibacterium prausnitzii M21/2 GN=FAEPRAM212_00605 PE=4 SV=1
2724,11138,tr|A0A173SW45|A0A173SW45_9FIRM,173.97,23,7,2,Carbamidomethylation,34770,Uncharacterised protein OS=Faecalibacterium prausnitzii GN=ERS852582_01247 PE=4 SV=1
2724,11139,tr|R6QJQ5|R6QJQ5_9FIRM,173.97,23,7,2,Carbamidomethylation,34783,Uncharacterized protein OS=Faecalibacterium sp. CAG:82 GN=BN792_00872 PE=4 SV=1
2724,11140,tr|D4JYI5|D4JYI5_9FIRM,173.97,23,7,2,Carbamidomethylation,34770,Uncharacterized protein OS=Faecalibacterium prausnitzii L2-6 GN=FP2_16170 PE=4 SV=1
2724,11141,tr|C7H9C8|C7H9C8_9FIRM,173.97,23,7,2,Carbamidomethylation,34770,Uncharacterized protein OS=Faecalibacterium prausnitzii A2-165 GN=FAEPRAA2165_02926 PE=4 SV=1
2724,11142,tr|E2ZHE4|E2ZHE4_9FIRM,173.97,23,7,2,Carbamidomethylation,34770,Uncharacterized protein OS=Faecalibacterium cf. prausnitzii KLE1255 GN=HMPREF9436_01083 PE=4 SV=1
2724,11143,tr|A0A173ZDK8|A0A173ZDK8_9FIRM,173.97,23,7,2,Carbamidomethylation,34728,Uncharacterised protein OS=Faecalibacterium prausnitzii GN=ERS852426_01281 PE=4 SV=1
3741,9835,tr|R5V7C6|R5V7C6_9BACE,173.93,39,7,1,Carbamidomethylation,29011,Glucosamine-6-phosphate deaminase OS=Bacteroides plebeius CAG:211 GN=nagB PE=3 SV=1
3741,9836,tr|B5CYM4|B5CYM4_BACPM,173.93,39,7,1,Carbamidomethylation,29011,Glucosamine-6-phosphate deaminase OS=Bacteroides plebeius (strain DSM 17135 / JCM 12973 / M2) GN=nagB PE=3 SV=1
4632,6702,tr|H3KAG5|H3KAG5_9FIRM,173.86,31,9,9,,41912,Uncharacterized protein OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_02238 PE=4 SV=1
3819,7179,tr|R5NGX5|R5NGX5_9FIRM,173.85,14,9,1,Carbamidomethylation,77192,Uncharacterized protein OS=Ruminococcus sp. CAG:17 GN=BN514_00082 PE=4 SV=1
3752,14377,tr|R6Y9H7|R6Y9H7_9BACE,173.78,25,5,4,,32109,Peptidyl-prolyl cis-trans isomerase OS=Bacteroides sp. CAG:714 GN=BN762_00366 PE=3 SV=1
1578,15530,tr|R7D1F7|R7D1F7_9BACE,173.77,32,4,1,,15677,50S ribosomal protein L11 OS=Bacteroides sp. CAG:462 GN=rplK PE=3 SV=1
3430,13560,tr|A0A173US48|A0A173US48_9FIRM,173.75,23,5,3,,31183,3-hydroxybutyryl-CoA dehydrogenase OS=[Ruminococcus] torques GN=fadB2 PE=4 SV=1
3296,7652,tr|S0F9D1|S0F9D1_9BACE,173.72,34,8,3,Carbamidomethylation,28815,Pseudouridine synthase OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=BACCOPRO_01867 PE=3 SV=1
3901,16408,tr|B7AML5|B7AML5_BACEV,173.62,19,4,1,,34023,Putative uncharacterized protein OS=Bacteroides eggerthii (strain ATCC 27754 / DSM 20697 / JCM 12986 / CIP 104285 / NCTC 11155 / VPI T5-42B-1) GN=BACEGG_03687 PE=4 SV=1
3901,16409,tr|R5JL68|R5JL68_9BACE,173.62,19,4,1,,34442,ROK family protein OS=Bacteroides eggerthii CAG:109 GN=BN464_01687 PE=4 SV=1
3901,16410,tr|E5X381|E5X381_9BACE,173.62,19,4,1,,34442,ROK family protein OS=Bacteroides eggerthii 1_2_48FAA GN=HMPREF1016_03388 PE=4 SV=1
4385,12498,tr|R6MKC8|R6MKC8_9BACE,173.62,22,6,1,,39057,Pyruvate flavodoxin/ferredoxin oxidoreductase thiamine diP-binding domain protein OS=Bacteroides sp. CAG:443 GN=BN659_00039 PE=4 SV=1
2673,6560,tr|R6MID0|R6MID0_9BACE,173.61,19,9,1,Carbamidomethylation,55735,2 3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Bacteroides sp. CAG:443 GN=gpmI PE=3 SV=1
2673,6561,tr|R5MN16|R5MN16_9BACE,173.61,19,9,1,Carbamidomethylation,55806,2 3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Bacteroides sp. CAG:1076 GN=gpmI PE=3 SV=1
3618,10400,tr|R5AX80|R5AX80_9BACE,173.59,16,7,1,Carbamidomethylation,49381,Glutamate dehydrogenase OS=Bacteroides sp. CAG:927 GN=BN813_01215 PE=3 SV=1
3743,7924,tr|R6YQM1|R6YQM1_9BACE,173.56,41,9,2,Carbamidomethylation,32393,Meso-diaminopimelate D-dehydrogenase OS=Bacteroides sp. CAG:714 GN=BN762_01423 PE=3 SV=1
4714,10357,tr|A0A0M1W4B6|A0A0M1W4B6_9BACE,173.42,26,7,1,,39199,Ketoisovalerate oxidoreductase subunit VorB OS=Bacteroides sp. 9_1_42FAA GN=BSBG_02421 PE=4 SV=1
4714,10358,tr|I9R8G2|I9R8G2_9BACE,173.42,26,7,1,,39215,Uncharacterized protein OS=Bacteroides dorei CL02T12C06 GN=HMPREF1064_00967 PE=4 SV=1
4714,10359,tr|A0A069SLZ2|A0A069SLZ2_BACVU,173.42,26,7,1,,39182,Pyruvate flavodoxin/ferredoxin oxidoreductase  thiamine diP-bdg family protein OS=Bacteroides vulgatus str. 3975 RP4 GN=M099_0993 PE=4 SV=1
4714,10360,tr|A0A0K2HJ61|A0A0K2HJ61_9BACE,173.42,26,7,1,,39215,2-ketoisovalerate ferredoxin oxidoreductase OS=Bacteroides dorei GN=IY41_11940 PE=4 SV=1
2756,11849,tr|A0A150Y7N6|A0A150Y7N6_9FIRM,173.41,31,6,2,Carbamidomethylation,27051,Triosephosphate isomerase OS=Ruminococcus sp. DSM 100440 GN=tpiA PE=3 SV=1
3567,10028,tr|R7J955|R7J955_9PORP,173.26,22,7,4,Carbamidomethylation,47903,ATP synthase alpha/beta family nucleotide-binding domain protein OS=Parabacteroides sp. CAG:409 GN=BN646_01219 PE=4 SV=1
4115,5341,tr|R6DYH8|R6DYH8_9BACT,172.98,11,10,6,,116458,TonB-dependent Receptor Plug domain-containing protein OS=Prevotella sp. CAG:1320 GN=BN487_00543 PE=4 SV=1
2719,13086,tr|R5UJD2|R5UJD2_9BACE,172.97,33,5,2,Carbamidomethylation; Oxidation (M),28946,MotA/TolQ/ExbB proton channel OS=Bacteroides sp. CAG:702 GN=BN759_01144 PE=3 SV=1
1834,13931,tr|A0A150Y5Y8|A0A150Y5Y8_9FIRM,172.89,15,4,1,Carbamidomethylation; Oxidation (M),41190,Sugar ABC transporter ATP-binding protein OS=Ruminococcus sp. DSM 100440 GN=AXF09_12655 PE=3 SV=1
3270,8289,tr|R5ETV1|R5ETV1_9BACE,172.83,11,7,1,,73843,Threonine--tRNA ligase OS=Bacteroides sp. CAG:20 GN=thrS PE=3 SV=1
3608,13260,tr|R6ZTE3|R6ZTE3_9BACE,172.82,23,5,1,Carbamidomethylation; Oxidation (M),31491,Ribose-phosphate pyrophosphokinase OS=Bacteroides sp. CAG:714 GN=BN762_01436 PE=4 SV=1
2732,5506,tr|A6KXV5|A6KXV5_BACV8,172.63,9,9,3,,123724,Putative outer membrane protein  probably involved in nutrient binding OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=BVU_0561 PE=3 SV=1
4523,3675,tr|F3PIP2|F3PIP2_9BACE,172.53,15,11,7,,115152,TonB-dependent receptor plug domain protein OS=Bacteroides clarus YIT 12056 GN=HMPREF9445_01840 PE=3 SV=1
3661,7104,tr|R5UIX6|R5UIX6_9BACE,172.52,35,9,1,Carbamidomethylation,32429,Meso-diaminopimelate D-dehydrogenase OS=Bacteroides sp. CAG:702 GN=BN759_00523 PE=3 SV=1
