Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,A1 Area,A2 Area,A3 Area,1 Area,B1 Area,B2 Area,Sample Profile (Ratio),A Area,B Area,Group Profile (Ratio),Avg. Mass,Description
6042,21692,tr|V8C6R7|V8C6R7_9FIRM,2.45,1,2,1,,0,0,2.39E5,0,0,0,0:0:1.00:0:0:0,7.96E4,0,1.00:0,214471,Uncharacterized protein OS=Ruminococcus lactaris CC59_002D GN=HMPREF1202_01051 PE=4 SV=1
6593,25205,tr|R5DS57|R5DS57_9FIRM,2.45,2,1,1,,0,0,2.58E5,0,0,0,0:0:1.00:0:0:0,8.6E4,0,1.00:0,63760,ABC-type multidrug transport system ATPase and permease components OS=Ruminococcus sp. CAG:108 GN=BN462_00823 PE=4 SV=1
4189,12955,tr|R7P9Y1|R7P9Y1_9BACT,2.45,9,4,1,,0,0,2.12E6,2.94E5,2.99E6,3.11E6,0:0:1.00:0.14:1.41:1.47,7.08E5,2.13E6,1.00:3.01,58261,60 kDa chaperonin OS=Prevotella sp. CAG:617 GN=groL PE=3 SV=1
3393,9361,tr|A0A0E0T232|A0A0E0T232_DESVR,2.44,12,7,2,,8.44E5,1.17E6,2.28E5,1.46E6,1.46E6,1.67E6,0.72:1.00:0.19:1.25:1.25:1.43,7.48E5,1.53E6,1.00:2.05,58389,60 kDa chaperonin OS=Desulfovibrio vulgaris (strain RCH1) GN=groL PE=3 SV=1
2339,4829,tr|R5W698|R5W698_9BACE,2.44,42,10,1,Carbamidomethylation,0,0,0,2.19E5,0,0,0:0:0:1.00:0:0,0,7.29E4,0:1.00,33616,Uncharacterized protein OS=Bacteroides plebeius CAG:211 GN=BN536_00465 PE=4 SV=1
5204,12432,tr|E2NGX6|E2NGX6_9BACE,2.44,60,6,2,Carbamidomethylation,4.44E5,6.2E5,0,1.71E6,5.62E5,1.17E6,0.72:1.00:0:2.77:0.91:1.89,3.55E5,1.15E6,1.00:3.24,14734,Methylmalonyl-CoA epimerase OS=Bacteroides cellulosilyticus DSM 14838 GN=mce PE=4 SV=1
3791,5562,tr|R6ZRJ7|R6ZRJ7_9BACE,2.43,36,9,2,Carbamidomethylation,0,0,5.27E5,1.84E5,7.88E5,9.68E5,0:0:1.00:0.35:1.50:1.84,1.76E5,6.47E5,1.00:3.68,36845,Electron transfer flavoprotein FAD-binding domain protein OS=Bacteroides sp. CAG:714 GN=BN762_00773 PE=4 SV=1
4418,13224,tr|E9S7C9|E9S7C9_RUMAL,2.42,8,5,1,,0,4.7E5,0,2.06E6,0,6.64E5,0:1.00:0:4.38:0:1.41,1.57E5,9.08E5,1.00:5.79,66925,L-fucose isomerase OS=Ruminococcus albus 8 GN=fucI PE=3 SV=1
4460,8652,tr|R6ID80|R6ID80_9FIRM,2.41,48,7,7,Carbamidomethylation,2.1E6,2.88E6,1.41E6,2.5E6,3.06E6,5.14E6,0.73:1.00:0.49:0.87:1.06:1.78,2.13E6,3.57E6,1.00:1.67,22750,50S ribosomal protein L3 OS=Phascolarctobacterium sp. CAG:266 GN=rplC PE=3 SV=1
5916,22942,tr|C3WCY6|C3WCY6_FUSMR,2.41,6,2,2,,9.53E5,1.07E6,1.64E6,1.91E5,1.65E6,6.6E4,0.89:1.00:1.53:0.18:1.55:0.06,1.22E6,7.08E5,1.00:0.58,56668,ABC transporter  substrate-binding protein  family 5 OS=Fusobacterium mortiferum ATCC 9817 GN=FMAG_01304 PE=4 SV=1
5952,21369,tr|A0A150Y5C1|A0A150Y5C1_9FIRM,2.41,12,2,1,Carbamidomethylation,1.01E6,0,2.12E6,0,9.32E5,0,1.00:0:2.09:0:0.92:0,1.05E6,3.11E5,1.00:0.30,33113,Transketolase OS=Ruminococcus sp. DSM 100440 GN=AXF09_13985 PE=4 SV=1
3466,5069,tr|B7B787|B7B787_9PORP,2.41,21,9,1,,7.69E4,0,1.17E5,0,0,0,1.00:0:1.52:0:0:0,6.46E4,0,1.00:0,61302,Uncharacterized protein OS=Parabacteroides johnsonii DSM 18315 GN=PRABACTJOHN_00884 PE=4 SV=1
3690,10055,tr|R6YC24|R6YC24_9BACE,2.40,55,8,4,,5.42E5,2.44E6,1.2E6,5.07E6,6.91E5,1.59E6,0.22:1.00:0.49:2.07:0.28:0.65,1.4E6,2.45E6,1.00:1.76,22425,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01167 PE=3 SV=1
932,3671,tr|U7UMP4|U7UMP4_9BACT,2.40,25,14,1,Carbamidomethylation; Oxidation (M),0,0,0,0,0,1.7E5,0:0:0:0:0:1.00,0,5.66E4,0:1.00,77573,Elongation factor G OS=Prevotella sp. BV3P1 GN=fusA PE=3 SV=1
5350,14189,tr|R5CM62|R5CM62_9BACT,2.40,14,5,3,,5.39E4,3.2E5,4.75E5,4.92E5,7.89E5,4.67E5,0.17:1.00:1.49:1.54:2.47:1.46,2.83E5,5.83E5,1.00:2.06,68799,Methylmalonyl-CoA mutase small subunit OS=Prevotella sp. CAG:1058 GN=BN458_00751 PE=4 SV=1
4461,9019,tr|R6ZTD2|R6ZTD2_9BACE,2.40,11,7,4,,0,5.86E5,1.11E6,1.05E6,1.2E6,1.18E6,0:1.00:1.90:1.79:2.05:2.01,7.29E5,1.14E6,1.00:1.57,88675,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01426 PE=4 SV=1
5846,18481,tr|B6WTU3|B6WTU3_9DELT,2.38,11,3,1,,0,3.24E5,0,1.68E5,8.04E5,9.42E5,0:1.00:0:0.52:2.48:2.91,1.08E5,6.38E5,1.00:5.91,36465,Ketol-acid reductoisomerase (NADP(+)) OS=Desulfovibrio piger ATCC 29098 GN=ilvC PE=3 SV=1
4602,21631,tr|A0A069D9T1|A0A069D9T1_9BACE,2.38,3,2,1,,0,0,1.59E5,0,0,0,0:0:1.00:0:0:0,5.3E4,0,1.00:0,61795,Beta-xylosidase OS=Bacteroides graminisolvens DSM 19988 = JCM 15093 GN=JCM15093_2205 PE=3 SV=1
4375,7015,tr|R5U1F4|R5U1F4_9BACE,2.37,21,8,8,Carbamidomethylation,2.96E6,2.91E6,1.11E7,0,6.46E6,3.17E6,1.02:1.00:3.82:0:2.22:1.09,5.67E6,3.21E6,1.00:0.57,40657,OmpA/MotB domain protein OS=Bacteroides sp. CAG:702 GN=BN759_01612 PE=4 SV=1
5095,21402,tr|R7CKU6|R7CKU6_9FIRM,2.37,5,2,1,,2.38E6,3.62E6,9.64E5,3.46E5,1.09E6,9.89E5,0.66:1.00:0.27:0.10:0.30:0.27,2.32E6,8.08E5,1.00:0.35,67907,Uncharacterized protein OS=Ruminococcus sp. CAG:9 GN=BN806_02271 PE=4 SV=1
6195,22349,tr|R6E024|R6E024_9BACT,2.37,22,2,1,,0,0,1.02E6,2.33E6,2.2E6,7.46E5,0:0:1.00:2.28:2.15:0.73,3.41E5,1.76E6,1.00:5.16,11294,30S ribosomal protein S14 OS=Prevotella sp. CAG:1320 GN=rpsN PE=3 SV=1
5269,19098,tr|A0A139LU96|A0A139LU96_9BACE,2.36,11,3,1,Carbamidomethylation,0,0,0,1.37E5,0,0,0:0:0:1.00:0:0,0,4.56E4,0:1.00,36904,Electron transfer flavoprotein FAD-binding domain protein OS=Bacteroides intestinalis GN=HMPREF2531_00434 PE=4 SV=1
5555,19590,tr|R6G4Y5|R6G4Y5_9BACE,2.36,12,3,3,,3.78E6,3.98E6,4.21E5,3.01E6,6.09E5,1.01E6,0.95:1.00:0.11:0.76:0.15:0.26,3.01E6,1.54E6,1.00:0.51,39568,Uncharacterized protein OS=Bacteroides sp. CAG:633 GN=BN744_00698 PE=4 SV=1
3541,13633,tr|A8S805|A8S805_9FIRM,2.36,29,5,3,Carbamidomethylation; Oxidation (M),7.12E6,2.8E6,1.47E6,2.32E6,1.66E6,2.43E6,2.54:1.00:0.52:0.83:0.59:0.87,2.84E6,2.14E6,1.00:0.75,28369,Uncharacterized protein OS=Faecalibacterium prausnitzii M21/2 GN=FAEPRAM212_00606 PE=4 SV=1
2531,12523,tr|A0A069RY78|A0A069RY78_9PORP,2.36,23,5,1,Oxidation (M),0,0,5.43E4,1.71E5,0,2.12E5,0:0:1.00:3.14:0:3.90,1.81E4,1.27E5,1.00:7.04,29437,50S ribosomal protein L2 OS=Parabacteroides distasonis str. 3776 Po2 i GN=rplB PE=3 SV=1
467,1334,tr|R7A9G6|R7A9G6_9BACE,2.35,45,19,1,Carbamidomethylation; Oxidation (M),8.43E4,7.65E5,0,2.68E6,0,0,0.11:1.00:0:3.50:0:0,2.83E5,8.92E5,1.00:3.15,57111,L-arabinose isomerase OS=Bacteroides sp. CAG:875 GN=araA PE=3 SV=1
1639,6587,tr|L1MQ91|L1MQ91_9BACT,2.34,10,9,1,Carbamidomethylation,0,1.27E5,0,0,0,0,0:1.00:0:0:0:0,4.23E4,0,1.00:0,130811,Pyruvate-flavodoxin oxidoreductase OS=Prevotella sp. oral taxon 473 str. F0040 GN=HMPREF9999_00358 PE=3 SV=1
5025,16352,tr|A0A0D0IR42|A0A0D0IR42_9BACT,2.34,5,2,1,,0,3E5,2.04E5,1.42E6,3.21E5,0,0:1.00:0.68:4.73:1.07:0,1.68E5,5.8E5,1.00:3.45,35931,Elongation factor Ts OS=Prevotella sp. P5-119 GN=tsf PE=3 SV=1
3826,9579,tr|F9DC40|F9DC40_9BACT,2.33,14,5,3,,1.99E6,2.82E6,1.37E6,4.21E6,2.61E6,3.67E6,0.71:1.00:0.49:1.49:0.93:1.30,2.06E6,3.5E6,1.00:1.70,43711,2-amino-3-ketobutyrate coenzyme A ligase OS=Prevotella nigrescens ATCC 33563 GN=kbl PE=3 SV=1
4091,13711,tr|A0A069D487|A0A069D487_9BACE,2.33,31,6,1,Carbamidomethylation; Oxidation (M),0,0,1.07E5,0,0,0,0:0:1.00:0:0:0,3.57E4,0,1.00:0,26018,3-oxoacyl-[acyl-carrier protein] reductase OS=Bacteroides graminisolvens DSM 19988 = JCM 15093 GN=JCM15093_2967 PE=4 SV=1
1832,6546,tr|R5LSM8|R5LSM8_9BACT,2.32,19,10,1,,8.4E5,4.54E5,8E5,5.45E6,-,1.04E6,1.85:1.00:1.76:12.00:-:2.29,6.98E5,3.24E6,1.00:4.65,66050,30S ribosomal protein S1 OS=Prevotella sp. CAG:1185 GN=BN473_02411 PE=4 SV=1
852,207,tr|R6YCW5|R6YCW5_9BACE,2.32,34,27,11,Oxidation (M),2.19E6,1.89E6,3.34E6,2.95E6,4.91E6,4.03E6,1.16:1.00:1.76:1.56:2.60:2.13,2.47E6,3.96E6,1.00:1.60,118942,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01920 PE=4 SV=1
2192,3457,tr|D4JZ48|D4JZ48_9FIRM,2.32,9,9,3,,5.09E6,3.53E6,2.14E6,2.5E6,2.6E6,9.93E5,1.44:1.00:0.61:0.71:0.74:0.28,3.59E6,1.97E6,1.00:0.55,142671,DNA-directed RNA polymerase subunit beta OS=Faecalibacterium prausnitzii L2-6 GN=rpoB PE=3 SV=1
6592,25192,tr|C3WF20|C3WF20_FUSMR,2.32,5,1,1,,0,1.31E5,0,4.47E5,3.81E5,0,0:1.00:0:3.40:2.89:0,4.38E4,2.76E5,1.00:6.29,40766,Lactaldehyde reductase OS=Fusobacterium mortiferum ATCC 9817 GN=fucO PE=4 SV=1
934,4441,tr|R7A7B0|R7A7B0_9FIRM,2.31,12,14,3,,3.61E6,3.55E6,2.26E6,0,3.06E6,2.44E6,1.02:1.00:0.63:0:0.86:0.69,3.14E6,1.83E6,1.00:0.58,128655,Pyruvate-flavodoxin oxidoreductase OS=Ruminococcus sp. CAG:379 GN=BN633_00355 PE=3 SV=1
5311,19340,tr|R5KZS3|R5KZS3_9BACT,2.30,7,2,1,,0,0,1.17E6,1.01E6,9.57E5,6.07E5,0:0:1.00:0.86:0.82:0.52,3.91E5,8.58E5,1.00:2.20,42549,Uncharacterized protein OS=Prevotella sp. CAG:1124 GN=BN467_00810 PE=3 SV=1
5051,18906,tr|R5FLZ3|R5FLZ3_9BACT,2.29,3,3,2,,5.05E5,8.58E5,7.74E5,2.55E6,6.78E5,8.21E5,0.59:1.00:0.90:2.97:0.79:0.96,7.04E5,1.35E6,1.00:1.91,86902,Uncharacterized protein OS=Prevotella sp. CAG:924 GN=BN812_01381 PE=4 SV=1
6605,30480,tr|R6CPM8|R6CPM8_9BACE,2.29,17,1,1,,0,0,1.76E5,5.53E5,4.75E5,0,0:0:1.00:3.14:2.70:0,5.87E4,3.43E5,1.00:5.84,13302,Putative endoribonuclease L-PSP OS=Bacteroides sp. CAG:530 GN=BN697_01476 PE=4 SV=1
2441,6113,tr|R7HKP7|R7HKP7_9BACT,2.28,18,11,1,Carbamidomethylation,2.87E6,1.34E6,8.42E5,0,1.02E6,0,2.15:1.00:0.63:0:0.76:0,1.68E6,3.41E5,1.00:0.20,73702,Threonine--tRNA ligase OS=Prevotella sp. CAG:279 GN=thrS PE=3 SV=1
4404,17570,tr|D4K3W4|D4K3W4_9FIRM,2.28,44,4,4,,7.19E6,1.02E7,1.25E7,8.32E6,1.62E7,1.81E7,0.70:1.00:1.23:0.82:1.59:1.78,9.98E6,1.37E7,1.00:1.38,11230,50S ribosomal protein L21 OS=Faecalibacterium prausnitzii L2-6 GN=rplU PE=3 SV=1
689,123,tr|R5S6V5|R5S6V5_9BACE,2.27,34,25,1,Carbamidomethylation,0,0,5.4E5,0,1.42E6,1.37E6,0:0:1.00:0:2.64:2.53,1.8E5,9.3E5,1.00:5.17,107295,DNA-directed RNA polymerase subunit beta OS=Bacteroides sp. CAG:661 GN=BN750_01185 PE=4 SV=1
4038,6887,tr|A0A0J9DIL8|A0A0J9DIL8_9PORP,2.27,32,8,4,,1.39E5,6.83E5,0,7.34E5,8.44E5,2.91E5,0.20:1.00:0:1.07:1.23:0.43,2.74E5,6.23E5,1.00:2.27,27903,Transcriptional regulatory protein rprY OS=Parabacteroides sp. D26 GN=HMPREF1000_02539 PE=4 SV=1
1882,6664,tr|E2ZFG5|E2ZFG5_9FIRM,2.26,22,9,2,Carbamidomethylation; Oxidation (M),1.49E6,1.1E6,8.99E6,6.01E5,1.01E7,8.03E6,1.35:1.00:8.14:0.54:9.14:7.27,4.16E6,6.24E6,1.00:1.50,53208,Glycogen synthase OS=Faecalibacterium cf. prausnitzii KLE1255 GN=glgA PE=3 SV=1
3921,12276,tr|R5N182|R5N182_9FIRM,2.26,43,6,1,Carbamidomethylation,4.98E5,9.45E5,1.61E6,3.04E6,2.21E6,3.25E6,0.53:1.00:1.71:3.22:2.34:3.44,1.03E6,2.83E6,1.00:2.74,19807,Rubrerythrin OS=Ruminococcus sp. CAG:17 GN=BN514_00164 PE=4 SV=1
3092,4745,tr|F0R089|F0R089_BACSH,2.26,32,9,2,Carbamidomethylation,2.17E5,6.47E5,1.43E6,8.74E5,2.16E6,1.37E6,0.34:1.00:2.21:1.35:3.35:2.11,7.64E5,1.47E6,1.00:1.92,43433,Efflux transporter  RND family  MFP subunit OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1650 PE=3 SV=1
6214,29477,tr|U6RAN7|U6RAN7_9BACE,2.25,2,1,1,,8.46E5,4.16E5,-,7.34E5,3E6,1.84E6,2.03:1.00:-:1.76:7.21:4.42,6.31E5,1.86E6,1.00:2.94,95468,Uncharacterized protein OS=Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 GN=HMPREF1534_03679 PE=4 SV=1
4242,15451,tr|V8BS11|V8BS11_RUMGN,2.25,9,5,1,Carbamidomethylation,8.97E4,6.87E4,0,9.35E5,0,0,1.31:1.00:0:13.62:0:0,5.28E4,3.12E5,1.00:5.91,57138,GMP synthase [glutamine-hydrolyzing] OS=Ruminococcus gnavus CC55_001C GN=guaA PE=3 SV=1
6481,24955,tr|R6MER8|R6MER8_9FIRM,2.25,22,2,2,Carbamidomethylation,2.17E5,2.71E5,1.7E6,1.56E6,2.5E6,2.14E6,0.80:1.00:6.28:5.75:9.23:7.89,7.3E5,2.05E6,1.00:2.81,13595,Uncharacterized protein OS=Megamonas funiformis CAG:377 GN=BN632_01299 PE=3 SV=1
2862,11788,tr|C3WA93|C3WA93_FUSMR,2.24,22,5,5,,3.41E6,4.46E6,1.15E6,7.29E6,2.84E6,3.95E6,0.76:1.00:0.26:1.64:0.64:0.89,3E6,4.69E6,1.00:1.56,40900,D-galactose-binding periplasmic protein OS=Fusobacterium mortiferum ATCC 9817 GN=mglB PE=4 SV=2
607,453,tr|R5UJY5|R5UJY5_9BACE,2.24,48,24,2,Carbamidomethylation; Oxidation (M),3.95E5,1.84E6,2.17E6,2.27E6,2.76E6,2.4E6,0.21:1.00:1.18:1.23:1.50:1.31,1.47E6,2.48E6,1.00:1.69,57923,60 kDa chaperonin OS=Bacteroides sp. CAG:702 GN=groL PE=3 SV=1
1046,620,tr|R6FK91|R6FK91_9BACE,2.24,33,27,13,,5.05E6,8.12E6,1.58E6,5.29E6,3.88E5,3.19E6,0.62:1.00:0.19:0.65:0.05:0.39,4.9E6,2.96E6,1.00:0.60,117925,TonB-dependent Receptor Plug domain-containing protein OS=Bacteroides sp. CAG:633 GN=BN744_00702 PE=4 SV=1
5026,16799,tr|R5BW53|R5BW53_9BACE,2.24,26,4,2,,3.39E6,2.2E6,2.42E6,4.45E5,2.02E6,4.56E5,1.54:1.00:1.10:0.20:0.92:0.21,2.53E6,9.73E5,1.00:0.39,18127,30S ribosomal protein S5 OS=Bacteroides sp. CAG:1060 GN=rpsE PE=3 SV=1
5536,12596,tr|R5CSW5|R5CSW5_9BACT,2.23,10,6,1,Carbamidomethylation,0,4.59E5,0,0,1.38E6,1.04E6,0:1.00:0:0:3.01:2.26,1.53E5,8.06E5,1.00:5.27,66006,Pyruvate carboxylase subunit B OS=Prevotella sp. CAG:1058 GN=BN458_01036 PE=4 SV=1
5031,18209,tr|R5SPT4|R5SPT4_9BACE,2.23,19,4,4,,3.63E6,2.57E6,4.83E6,6.54E6,5.06E6,5.8E6,1.42:1.00:1.88:2.55:1.97:2.26,3.68E6,5.8E6,1.00:1.58,21977,NADH-quinone oxidoreductase subunit B OS=Bacteroides sp. CAG:661 GN=nuoB PE=3 SV=1
4603,9060,tr|R5KT88|R5KT88_9BACT,2.23,30,6,1,,0,0,1.31E6,1.83E6,2.53E6,1.79E6,0:0:1.00:1.40:1.94:1.37,4.36E5,2.05E6,1.00:4.71,23663,KDPG and KHG aldolase OS=Prevotella sp. CAG:1124 GN=BN467_01121 PE=4 SV=1
2496,7168,tr|C3WFW7|C3WFW7_FUSMR,2.23,44,9,5,Carbamidomethylation,4.35E6,6.15E6,4.13E6,4.15E6,9.15E6,8.31E6,0.71:1.00:0.67:0.68:1.49:1.35,4.88E6,7.21E6,1.00:1.48,30626,50S ribosomal protein L2 OS=Fusobacterium mortiferum ATCC 9817 GN=rplB PE=3 SV=1
6468,19211,tr|R6YR77|R6YR77_9BACE,2.22,16,2,1,Carbamidomethylation,0,0,6.25E5,1.18E6,1.33E6,6.08E5,0:0:1.00:1.89:2.13:0.97,2.08E5,1.04E6,1.00:4.99,28412,Uncharacterized protein OS=Bacteroides sp. CAG:714 GN=BN762_01605 PE=4 SV=1
5767,28989,tr|R7L2K4|R7L2K4_9FIRM,2.21,9,1,1,,3.45E6,2.96E6,2.56E6,2.66E6,2.18E6,3.09E5,1.16:1.00:0.86:0.90:0.74:0.10,2.99E6,1.72E6,1.00:0.57,14906,30S ribosomal protein S9 OS=Ruminococcus sp. CAG:353 GN=rpsI PE=3 SV=1
2640,11982,tr|B7BFZ7|B7BFZ7_9PORP,2.21,30,5,1,Oxidation (M),8.97E6,1.12E7,4.77E5,1.46E7,8.83E6,8.81E6,0.80:1.00:0.04:1.30:0.79:0.78,7.69E6,1.03E7,1.00:1.33,26265,Transporter  MotA/TolQ/ExbB proton channel family protein OS=Parabacteroides johnsonii DSM 18315 GN=PRABACTJOHN_03982 PE=3 SV=1
2569,18239,tr|R5QI37|R5QI37_9FIRM,2.20,21,4,1,Carbamidomethylation; Oxidation (M),1.29E6,1.16E6,0,2.51E6,1.06E6,3.17E6,1.11:1.00:0:2.16:0.91:2.73,9.8E5,2.25E6,1.00:2.29,25394,NifU-related domain containing protein OS=Ruminococcus sp. CAG:724 GN=BN766_00168 PE=4 SV=1
2194,2359,tr|F0R653|F0R653_BACSH,2.20,30,13,1,,0,0,1.77E6,2.09E6,2.34E6,3.25E6,0:0:1.00:1.18:1.32:1.84,5.9E5,2.56E6,1.00:4.34,57593,ATP synthase subunit alpha OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=atpA PE=3 SV=1
5495,20468,tr|R5GQT9|R5GQT9_9BACT,2.19,19,4,2,Carbamidomethylation,4.49E5,4.32E5,7.39E5,7.23E5,1.11E6,1.19E6,1.04:1.00:1.71:1.67:2.57:2.77,5.15E5,1.01E6,1.00:1.96,38359,Ketol-acid reductoisomerase OS=Prevotella sp. CAG:755 GN=BN773_00929 PE=3 SV=1
4997,14328,tr|R6YH92|R6YH92_9BACE,2.19,43,4,4,Carbamidomethylation,2.02E6,1.19E6,2.26E6,5.51E6,7.27E5,2.71E6,1.70:1.00:1.90:4.64:0.61:2.28,1.82E6,2.98E6,1.00:1.64,17420,Transcriptional regulator AsnC family OS=Bacteroides sp. CAG:714 GN=BN762_00069 PE=4 SV=1
3561,14496,tr|D4JY74|D4JY74_9FIRM,2.18,45,5,5,Carbamidomethylation,2.58E6,4.07E6,7.68E6,5.81E6,7.26E6,8.46E6,0.63:1.00:1.89:1.43:1.78:2.08,4.78E6,7.17E6,1.00:1.50,14237,30S ribosomal protein S8 OS=Faecalibacterium prausnitzii L2-6 GN=rpsH PE=3 SV=1
5556,19707,tr|R7A4P3|R7A4P3_9BACE,2.18,5,2,1,,2.38E6,0,0,0,5.68E6,4.65E6,1.00:0:0:0:2.39:1.96,7.93E5,3.44E6,1.00:4.34,42756,Acetate kinase OS=Bacteroides pectinophilus CAG:437 GN=ackA PE=3 SV=1
1940,8158,tr|D4K343|D4K343_9FIRM,2.18,39,10,7,Carbamidomethylation,5.19E6,5.67E6,8.58E6,7.87E6,1.21E7,9.13E6,0.91:1.00:1.51:1.39:2.13:1.61,6.48E6,9.91E6,1.00:1.53,27247,Triosephosphate isomerase OS=Faecalibacterium prausnitzii L2-6 GN=tpiA PE=3 SV=1
5323,16728,tr|B3CAL1|B3CAL1_9BACE,2.17,4,3,1,,1.56E6,1.45E6,1.02E6,0,6.78E5,8.59E5,1.07:1.00:0.70:0:0.47:0.59,1.34E6,5.12E5,1.00:0.38,109659,TonB-linked outer membrane protein  SusC/RagA family OS=Bacteroides intestinalis DSM 17393 GN=BACINT_01526 PE=4 SV=1
4159,10598,tr|R6SCB3|R6SCB3_9BACE,2.17,16,6,3,,3.33E5,7.42E5,3.64E5,1.44E6,7.01E5,6.95E5,0.45:1.00:0.49:1.94:0.95:0.94,4.63E5,9.46E5,1.00:2.04,51194,Uncharacterized protein OS=Bacteroides coprophilus CAG:333 GN=BN612_00572 PE=4 SV=1
4544,16436,tr|D4K386|D4K386_9FIRM,2.17,19,4,2,Carbamidomethylation; Oxidation (M),1.78E6,1.17E6,1.83E6,9.38E5,2.87E6,4.6E6,1.53:1.00:1.57:0.80:2.46:3.94,1.59E6,2.58E6,1.00:1.62,40447,Lactaldehyde reductase OS=Faecalibacterium prausnitzii L2-6 GN=FP2_03020 PE=4 SV=1
1352,9937,tr|R6GD45|R6GD45_9BACE,2.17,27,8,1,,0,0,8.91E5,0,2.18E6,1.91E6,0:0:1.00:0:2.45:2.15,2.97E5,1.36E6,1.00:4.60,40684,30S ribosomal protein S1 OS=Bacteroides sp. CAG:633 GN=BN744_00578 PE=4 SV=1
3684,16686,tr|D4K334|D4K334_9FIRM,2.16,17,4,3,Oxidation (M),6.21E6,5.56E6,1.07E7,7.92E6,1.21E7,1.22E7,1.12:1.00:1.92:1.43:2.17:2.19,7.48E6,1.11E7,1.00:1.48,23960,50S ribosomal protein L1 OS=Faecalibacterium prausnitzii L2-6 GN=rplA PE=3 SV=1
3662,8442,tr|A0A078TQL8|A0A078TQL8_9PORP,2.16,23,8,5,Carbamidomethylation,1.62E6,3.34E5,3.99E6,3.7E6,4.27E6,2.05E6,4.87:1.00:11.96:11.10:12.80:6.14,2.19E6,3.34E6,1.00:1.53,50650,Tat (Twin-arginine translocation) pathway signal sequence domain protein OS=Parabacteroides distasonis str. 3999B T(B) 4 GN=M095_0182 PE=4 SV=1
5251,13147,tr|F0R5F1|F0R5F1_BACSH,2.16,7,5,2,,9.2E4,9.66E4,2.62E5,1.82E5,3.19E5,4.65E5,0.95:1.00:2.71:1.88:3.31:4.82,1.5E5,3.22E5,1.00:2.15,111049,TonB-dependent receptor plug OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_0163 PE=3 SV=1
3435,9050,tr|H3K8F0|H3K8F0_9FIRM,2.16,15,8,1,Carbamidomethylation,4.15E6,5.89E6,1.81E6,1.28E6,1.11E6,4.55E5,0.70:1.00:0.31:0.22:0.19:0.08,3.95E6,9.49E5,1.00:0.24,76804,Elongation factor G OS=Megamonas funiformis YIT 11815 GN=fusA PE=3 SV=1
4168,16385,tr|A0A017H2Y3|A0A017H2Y3_9FUSO,2.16,8,2,1,,2.52E6,2.87E6,7.88E5,1.38E6,0,0,0.88:1.00:0.27:0.48:0:0,2.06E6,4.59E5,1.00:0.22,46659,Enolase OS=Fusobacterium necrophorum subsp. funduliforme B35 GN=eno PE=3 SV=1
4766,10240,tr|I9FHW7|I9FHW7_9BACE,2.16,7,7,3,Carbamidomethylation,4.11E5,2.05E6,0,7.12E5,0,4.92E5,0.20:1.00:0:0.35:0:0.24,8.21E5,4.01E5,1.00:0.49,116170,SusC/RagA family TonB-linked outer membrane protein OS=Bacteroides dorei CL03T12C01 GN=HMPREF1065_04116 PE=4 SV=1
4447,6174,tr|R5STD0|R5STD0_9BACE,2.16,7,6,4,,1.09E6,1.12E6,2.95E6,1.14E6,1.21E6,3.64E5,0.97:1.00:2.64:1.02:1.08:0.33,1.72E6,8.74E5,1.00:0.51,116235,TonB-dependent receptor plug domain protein OS=Bacteroides sp. CAG:661 GN=BN750_02524 PE=3 SV=1
4293,15908,tr|R6T5K0|R6T5K0_9BACE,2.16,20,4,1,Carbamidomethylation; Oxidation (M),1.4E6,1.15E5,6.52E5,2.76E6,4.42E5,8.92E5,12.14:1.00:5.66:23.93:3.84:7.75,7.22E5,1.36E6,1.00:1.89,28111,Ferredoxin OS=Bacteroides sp. CAG:770 GN=BN777_01184 PE=4 SV=1
6548,29362,tr|R5CIK7|R5CIK7_9BACT,2.15,2,1,1,,9.98E5,8.31E5,6.38E5,3.59E5,4.34E5,0,1.20:1.00:0.77:0.43:0.52:0,8.22E5,3.17E5,1.00:0.39,98428,M6 family metalloprotease domain protein OS=Prevotella sp. CAG:1058 GN=BN458_01014 PE=4 SV=1
1001,3298,tr|F3PT67|F3PT67_9BACE,2.15,29,14,1,,1.39E6,1.59E6,5.2E6,3.46E6,4.38E6,1.22E7,0.87:1.00:3.27:2.17:2.75:7.69,2.73E6,5.58E6,1.00:2.05,61655,Tetratricopeptide repeat protein OS=Bacteroides fluxus YIT 12057 GN=HMPREF9446_01933 PE=4 SV=1
6470,23169,tr|U2KZR7|U2KZR7_9BACT,2.14,11,3,1,,0,0,2.09E6,2.91E6,4.34E6,1.68E6,0:0:1.00:1.39:2.08:0.80,6.96E5,2.97E6,1.00:4.28,39726,Phosphoserine aminotransferase OS=Prevotella pleuritidis F0068 GN=serC PE=3 SV=1
